DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/31/17,12:35,MANHATTAN,10009,40.726097,-73.97993,"(40.726097, -73.97993)",,,604       EAST 9 STREET                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3781883,AM,PASSENGER VEHICLE,,,
10/31/17,12:38,MANHATTAN,10030,40.815254,-73.941536,"(40.815254, -73.941536)",,,136       WEST 136 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3781826,VN,,,,
10/31/17,12:42,MANHATTAN,10017,40.752396,-73.97233,"(40.752396, -73.97233)",,,225       EAST 45 STREET                ,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,3780556,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/17,12:45,QUEENS,11362,40.761265,-73.73133,"(40.761265, -73.73133)",HORACE HARDING EXPRESSWAY       ,250 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3780562,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/17,12:50,,,40.74459,-73.9325,"(40.74459, -73.9325)",QUEENS BOULEVARD                ,,,0,0,0,0,0,0,0,0,Failure to Keep Right,Unspecified,,,,3781243,SPORT UTILITY / STATION WAGON,TK,,,
10/31/17,12:50,,,40.58731,-74.19818,"(40.58731, -74.19818)",,,4390      VICTORY BOULEVARD             ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3781101,PICK-UP TRUCK,PASSENGER VEHICLE,,,
10/31/17,12:50,,,40.74258,-73.729744,"(40.74258, -73.729744)",,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3780736,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
10/31/17,12:55,BROOKLYN,11235,40.579075,-73.937035,"(40.579075, -73.937035)",,,186       PEMBROKE STREET               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3780931,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/17,12:55,QUEENS,11358,40.76521,-73.8005,"(40.76521, -73.8005)",35 AVENUE                       ,165 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3780706,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/17,12:58,QUEENS,11378,40.72621,-73.920525,"(40.72621, -73.920525)",48 STREET                       ,56 ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3781188,SPORT UTILITY / STATION WAGON,FR,,,
10/31/17,12:58,,,40.74128,-73.90257,"(40.74128, -73.90257)",QUEENS BOULEVARD                ,61 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3781191,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/17,13:00,BROOKLYN,11207,40.67385,-73.90024,"(40.67385, -73.90024)",LIBERTY AVENUE                  ,WILLIAMS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3781017,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/17,13:00,MANHATTAN,10036,40.756622,-73.98628,"(40.756622, -73.98628)",,,3         TIMES SQUARE                  ,0,0,0,0,0,0,0,0,Other Vehicular,Unsafe Lane Changing,,,,3781000,TAXI,TAXI,,,
10/31/17,13:00,,,40.714478,-74.01354,"(40.714478, -74.01354)",WEST STREET                     ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,3781395,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/17,13:00,,,40.79801,-73.827065,"(40.79801, -73.827065)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3781541,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/17,13:00,,,40.666386,-73.80178,"(40.666386, -73.80178)",,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3780846,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/17,13:00,QUEENS,11101,,,,BORDEN AVENUE                   ,HUNTERS POINT AVENUE,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,Unspecified,,,3781306,VN,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
10/31/17,13:08,STATEN ISLAND,10305,40.606884,-74.0781,"(40.606884, -74.0781)",NARROWS ROAD NORTH              ,CLIFTON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3780946,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/17,13:15,,,40.724552,-73.72452,"(40.724552, -73.72452)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3781739,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/17,13:20,BROOKLYN,11226,40.644657,-73.95664,"(40.644657, -73.95664)",EAST 22 STREET                  ,BEVERLEY ROAD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3781078,SPORT UTILITY / STATION WAGON,,,,
10/31/17,13:20,MANHATTAN,10004,40.70509,-74.016464,"(40.70509, -74.016464)",BATTERY PLACE                   ,WEST STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3780920,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
10/31/17,13:20,QUEENS,11370,40.760044,-73.89756,"(40.760044, -73.89756)",70 STREET                       ,30 AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3781040,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/17,13:30,BRONX,10458,40.866432,-73.88631,"(40.866432, -73.88631)",,,383       EAST 198 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3780712,PASSENGER VEHICLE,,,,
10/31/17,13:30,BROOKLYN,11201,40.694473,-73.98328,"(40.694473, -73.98328)",,,325       GOLD STREET                   ,0,0,0,0,0,0,0,0,Unspecified,,,,,3781929,PASSENGER VEHICLE,,,,
10/31/17,13:30,BROOKLYN,11224,40.58022,-74.00479,"(40.58022, -74.00479)",,,3737      POLAR STREET                  ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3782104,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/17,13:30,MANHATTAN,10009,40.72468,-73.984,"(40.72468, -73.984)",,,504       EAST 5 STREET                 ,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3781900,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/17,13:30,MANHATTAN,10023,40.779774,-73.980774,"(40.779774, -73.980774)",,,295       AMSTERDAM AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3780834,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/17,13:30,QUEENS,11355,40.75786,-73.8293,"(40.75786, -73.8293)",,,41-17     MAIN STREET                   ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3781278,,,,,
10/31/17,13:30,QUEENS,11101,40.740932,-73.94485,"(40.740932, -73.94485)",50 AVENUE                       ,25 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3781582,PICK-UP TRUCK,,,,
10/31/17,13:35,QUEENS,11372,40.7476,-73.8936,"(40.7476, -73.8936)",,,72-08     BROADWAY                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3781041,PASSENGER VEHICLE,DP,,,
10/31/17,13:35,,,40.80003,-73.954865,"(40.80003, -73.954865)",WEST 111 STREET                 ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3781115,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/17,13:37,,,40.88219,-73.85066,"(40.88219, -73.85066)",EAST 222 STREET                 ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3780681,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
10/31/17,13:39,BROOKLYN,11230,40.61415,-73.97291,"(40.61415, -73.97291)",AVENUE N                        ,EAST 2 STREET,,2,0,0,0,0,0,2,0,Reaction to Other Uninvolved Vehicle,Unsafe Lane Changing,,,,3781219,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/17,13:40,BROOKLYN,11209,40.630108,-74.02537,"(40.630108, -74.02537)",4 AVENUE                        ,76 STREET,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,,3780814,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
10/31/17,13:45,BRONX,10475,40.883354,-73.830574,"(40.883354, -73.830574)",HOLLERS AVENUE                  ,STEENWICK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3780684,AM,,,,
10/31/17,13:45,BROOKLYN,11203,40.646606,-73.94429,"(40.646606, -73.94429)",,,345       EAST 35 STREET                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3781255,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/17,13:45,QUEENS,11354,40.768993,-73.83364,"(40.768993, -73.83364)",,,31-06     FARRINGTON STREET             ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3780705,DS,SPORT UTILITY / STATION WAGON,,,
10/31/17,13:49,BROOKLYN,11203,40.656742,-73.92897,"(40.656742, -73.92897)",CLARKSON AVENUE                 ,EAST 52 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3781324,PASSENGER VEHICLE,,,,
10/31/17,13:50,MANHATTAN,10280,40.70528,-74.01782,"(40.70528, -74.01782)",,,36        BATTERY PLACE                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3780923,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/17,13:50,,,,,,PHELAN PLACE                    ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3781259,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
10/31/17,13:55,QUEENS,11375,,,,108 STREET                      ,64 AVE,,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,3781092,PASSENGER VEHICLE,,,,
10/31/17,13:55,,,40.809563,-73.92923,"(40.809563, -73.92923)",EAST 135 STREET                 ,3 AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,3780760,BICYCLE,TAXI,,,
10/31/17,14:00,BRONX,10454,40.805557,-73.91047,"(40.805557, -73.91047)",BRUCKNER BOULEVARD              ,EAST 140 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3780758,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/17,14:45,,,40.8115,-73.93481,"(40.8115, -73.93481)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3780674,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/17,14:00,BRONX,10474,40.81235,-73.88497,"(40.81235, -73.88497)",BRYANT AVENUE                   ,RANDALL AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3780953,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
10/31/17,14:00,BROOKLYN,11215,40.670353,-73.99197,"(40.670353, -73.99197)",,,498       3 AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,,,,,3780896,PASSENGER VEHICLE,TAXI,,,
10/31/17,14:00,BROOKLYN,11249,40.7097,-73.968506,"(40.7097, -73.968506)",,,421       KENT AVENUE                   ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3780897,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/17,14:00,MANHATTAN,10016,40.74701,-73.977196,"(40.74701, -73.977196)",EAST 36 STREET                  ,3 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3780710,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/17,14:00,QUEENS,11101,40.75449,-73.93018,"(40.75449, -73.93018)",,,32-07     37 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3780903,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/17,14:00,QUEENS,11414,40.669876,-73.84741,"(40.669876, -73.84741)",88 STREET                       ,SOUTH CONDUIT AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3780728,CONV,PASSENGER VEHICLE,,,
10/31/17,14:00,QUEENS,11417,40.678944,-73.83447,"(40.678944, -73.83447)",ROCKAWAY BOULEVARD              ,105 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3781511,SPORT UTILITY / STATION WAGON,,,,
10/31/17,14:00,QUEENS,11428,40.71817,-73.736145,"(40.71817, -73.736145)",JAMAICA AVENUE                  ,219 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3780737,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/17,14:00,,,40.707447,-73.943214,"(40.707447, -73.943214)",GRAHAM AVENUE                   ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3780887,BU,PASSENGER VEHICLE,,,
10/31/17,14:00,,,40.53026,-74.18847,"(40.53026, -74.18847)",KINGDOM AVENUE                  ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3781460,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/17,14:00,BRONX,10467,40.859375,-73.868576,"(40.859375, -73.868576)",,,2265      OLINVILLE AVENUE              ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3781646,PASSENGER VEHICLE,BICYCLE,,,
10/31/17,14:00,QUEENS,11368,40.757824,-73.86101,"(40.757824, -73.86101)",NORTHERN BOULEVARD              ,108 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3781043,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/17,14:04,,,40.666138,-73.948074,"(40.666138, -73.948074)",CROWN STREET                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3781157,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/17,14:04,MANHATTAN,10021,40.774406,-73.965614,"(40.774406, -73.965614)",5 AVENUE                        ,EAST 75 STREET,,1,0,0,0,0,0,1,0,Backing Unsafely,Unspecified,,,,3781707,SPORT UTILITY / STATION WAGON,VN,,,
10/31/17,14:10,BROOKLYN,11210,40.63406,-73.946815,"(40.63406, -73.946815)",GLENWOOD ROAD                   ,EAST 31 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3781381,SPORT UTILITY / STATION WAGON,BU,,,
10/31/17,14:10,,,40.75505,-73.94144,"(40.75505, -73.94144)",21 STREET                       ,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3780905,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/17,14:10,QUEENS,11434,40.672382,-73.78574,"(40.672382, -73.78574)",ROCKAWAY BOULEVARD              ,BAISLEY BOULEVARD,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Traffic Control Disregarded,,,,3780654,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/17,14:12,BROOKLYN,11203,40.63728,-73.93159,"(40.63728, -73.93159)",,,4706      FARRAGUT ROAD                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3781315,SPORT UTILITY / STATION WAGON,LL,,,
10/31/17,14:12,MANHATTAN,10028,40.777504,-73.954956,"(40.777504, -73.954956)",EAST 84 STREET                  ,3 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3780639,TK,BU,,,
10/31/17,14:12,BROOKLYN,11236,40.648598,-73.920364,"(40.648598, -73.920364)",RALPH AVENUE                    ,EAST 86 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3781316,PASSENGER VEHICLE,VN,,,
10/31/17,14:15,BROOKLYN,11226,40.639954,-73.95509,"(40.639954, -73.95509)",,,1247      FLATBUSH AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3781141,PASSENGER VEHICLE,TAXI,,,
10/31/17,14:15,MANHATTAN,10013,40.717453,-73.99596,"(40.717453, -73.99596)",,,146       HESTER STREET                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3781730,SPORT UTILITY / STATION WAGON,TK,,,
10/31/17,14:15,,,40.73566,-73.91521,"(40.73566, -73.91521)",,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3781189,TAXI,DP,,,
10/31/17,14:19,BROOKLYN,11230,40.619396,-73.969574,"(40.619396, -73.969574)",OCEAN PARKWAY                   ,AVENUE L,,0,0,0,0,0,0,0,0,Unspecified,,,,,3781266,VAN,,,,
10/12/17,14:45,,,40.716133,-73.8185,"(40.716133, -73.8185)",,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3768369,BU,,,,
10/31/17,14:20,BROOKLYN,11235,40.578487,-73.959694,"(40.578487, -73.959694)",,,3176      CONEY ISLAND AVENUE           ,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inexperience,,,,3780980,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/17,14:20,BROOKLYN,11237,40.698948,-73.918594,"(40.698948, -73.918594)",,,457       KNICKERBOCKER AVENUE          ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3781086,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
10/31/17,14:20,MANHATTAN,10003,40.73696,-73.98451,"(40.73696, -73.98451)",3 AVENUE                        ,EAST 20 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3781292,BICYCLE,PASSENGER VEHICLE,,,
10/31/17,14:20,,,40.52474,-74.233444,"(40.52474, -74.233444)",BOSCOMBE AVENUE                 ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Turning Improperly,,,,3781461,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/17,14:20,,,40.814075,-73.79548,"(40.814075, -73.79548)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3781623,SPORT UTILITY / STATION WAGON,LL,,,
10/31/17,14:23,,,40.80398,-73.831085,"(40.80398, -73.831085)",,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,Unspecified,,,3781624,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/31/17,14:25,,,40.681423,-74.00562,"(40.681423, -74.00562)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3782004,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/31/17,14:30,BRONX,10456,40.82521,-73.90778,"(40.82521, -73.90778)",EAST 164 STREET                 ,BOSTON ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3780643,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/17,14:30,BROOKLYN,11205,40.694256,-73.97799,"(40.694256, -73.97799)",AUBURN PLACE                    ,SAINT EDWARDS STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3781138,PASSENGER VEHICLE,,,,
10/31/17,14:30,MANHATTAN,10003,40.734947,-73.98807,"(40.734947, -73.98807)",,,22        IRVING PLACE                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3781287,TK,TRLPM,,,
10/31/17,14:30,MANHATTAN,10011,40.738552,-73.99969,"(40.738552, -73.99969)",WEST 14 STREET                  ,7 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3781104,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/17,14:30,MANHATTAN,10016,40.74768,-73.97498,"(40.74768, -73.97498)",,,240       EAST 38 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3780708,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/17,14:30,MANHATTAN,10031,40.826427,-73.950455,"(40.826427, -73.950455)",BROADWAY                        ,WEST 145 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3781970,PASSENGER VEHICLE,BU,,,
10/31/17,14:30,QUEENS,11101,40.740383,-73.92875,"(40.740383, -73.92875)",37 STREET                       ,48 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3780725,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/17,14:30,,,40.75253,-73.94384,"(40.75253, -73.94384)",21 STREET                       ,QUEENS PLAZA NORTH,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3780904,CONV,PASSENGER VEHICLE,,,
10/31/17,14:30,,,40.748333,-73.98256,"(40.748333, -73.98256)",MADISON AVENUE                  ,,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,3780999,BICYCLE,VN,,,
10/31/17,14:35,,,,,,47 streeet                      ,3 ave,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3780732,BICYCLE,PASSENGER VEHICLE,,,
10/31/17,14:37,BRONX,10452,40.843822,-73.916565,"(40.843822, -73.916565)",GOBLE PLACE                     ,INWOOD AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3781070,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/17,14:40,QUEENS,11411,40.69067,-73.73134,"(40.69067, -73.73134)",231 STREET                      ,118 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3780739,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/17,14:40,,,40.615005,-73.980225,"(40.615005, -73.980225)",63 STREET                       ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3780820,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/17,14:40,,,,,,Marginal St                     ,FDR DRIVE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3781298,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/17,14:44,QUEENS,11420,40.666893,-73.80546,"(40.666893, -73.80546)",NORTH CONDUIT AVENUE            ,134 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,Unspecified,,,3780726,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/31/17,14:45,,,40.740417,-73.80553,"(40.740417, -73.80553)",59 AVENUE                       ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unsafe Speed,,,,3780718,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/17,14:45,,,40.86743,-73.92193,"(40.86743, -73.92193)",BROADWAY                        ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3782014,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/17,14:45,,,40.505527,-74.23819,"(40.505527, -74.23819)",SPRAGUE AVENUE                  ,,,2,0,0,0,0,0,2,0,Unsafe Speed,Unspecified,,,,3781295,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/17,14:50,MANHATTAN,10021,40.771065,-73.95965,"(40.771065, -73.95965)",3 AVENUE                        ,EAST 74 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3781056,SPORT UTILITY / STATION WAGON,,,,
10/31/17,14:50,QUEENS,11385,,,,81 st                           ,78 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3780668,PICK-UP TRUCK,PICK-UP TRUCK,,,
10/31/17,14:50,QUEENS,11693,40.586746,-73.81712,"(40.586746, -73.81712)",BEACH 94 STREET                 ,ROCKAWAY FREEWAY,,1,0,0,0,0,0,1,0,View Obstructed/Limited,View Obstructed/Limited,,,,3781198,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/17,14:55,BROOKLYN,11220,40.640553,-74.0043,"(40.640553, -74.0043)",8 AVENUE                        ,51 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3781181,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/17,14:55,BROOKLYN,11220,40.639996,-74.00488,"(40.639996, -74.00488)",8 AVENUE                        ,52 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3781924,SPORT UTILITY / STATION WAGON,TK,,,
10/31/17,15:00,BRONX,10468,40.857418,-73.899956,"(40.857418, -73.899956)",GRAND CONCOURSE                 ,EAST 183 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3781263,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/17,15:00,QUEENS,11432,40.706253,-73.804054,"(40.706253, -73.804054)",153 STREET                      ,88 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Backing Unsafely,,,,3781140,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/17,15:00,QUEENS,11434,40.65705,-73.76746,"(40.65705, -73.76746)",150 AVENUE                      ,BREWER BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3780738,SPORT UTILITY / STATION WAGON,,,,
10/31/17,15:00,,,40.720165,-73.844795,"(40.720165, -73.844795)",71 AVENUE                       ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3780801,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/17,15:00,,,40.715977,-73.92468,"(40.715977, -73.92468)",GRAND STREET                    ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3780884,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/17,15:00,,,40.58484,-74.16156,"(40.58484, -74.16156)",,,193       LAMPED LOOP                   ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3781106,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/17,15:00,,,40.585163,-73.95641,"(40.585163, -73.95641)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3781523,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/17,15:00,,,40.769333,-73.912445,"(40.769333, -73.912445)",,,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3780914,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
